rule_type,from_domain_network,from_feature_class,from_asset_group,from_asset_type,from_terminal,to_domain_network,to_feature_class,to_asset_group,to_asset_type,to_terminal,via_domain_network,via_feature_class,via_asset_group,via_asset_type,via_terminal,association_distance
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Relay,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Junction,High Voltage Connection Point,AC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Junction,High Voltage Connection Point,AC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Junction,High Voltage Connection Point,AC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Junction,High Voltage Connection Point,DC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Junction,High Voltage Line End,AC,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Junction,High Voltage Line End,AC,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Junction,High Voltage Line End,AC,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Junction,High Voltage Line End,DC,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Junction,High Voltage Line End,AC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Junction,High Voltage Line End,AC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Junction,High Voltage Line End,AC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Junction,High Voltage Line End,DC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Junction,High Voltage Line End,AC Busbar Terminator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Junction,High Voltage Line End,AC Busbar Terminator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Junction,High Voltage Line End,AC Busbar Terminator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Junction,High Voltage Line End,DC Busbar Terminator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,AC Power,,Electric,Junction,High Voltage Connection Point,AC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,AC Power,,Electric,Junction,High Voltage Line End,AC,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,AC Power,,Electric,Junction,High Voltage Line End,AC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,AC Power,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,DC Power,,Electric,Junction,High Voltage Connection Point,DC Busbar Tap,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,DC Power,,Electric,Junction,High Voltage Line End,DC,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,DC Power,,Electric,Junction,High Voltage Line End,DC Riser,,,,,,,
Containment,Electric,Assembly,High Voltage Transformer Bank,DC Power,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Line End,Overhead Wire Change,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,AC Fuse,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Line End,Overhead Wire Change,,,,,,,
Containment,Electric,Assembly,Low Voltage Fuse Bank,DC Fuse,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Commercial,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Residential,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Disconnect,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor AC Load Break,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Disconnect,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Indoor DC Load Break,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead AC Load Break,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Overhead DC Disconnect,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Disconnect,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground AC Load Break,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Disconnect,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Overhead Solid Connection,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Containment,Electric,Assembly,Low Voltage Switch Bank,Underground DC Load Break,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Load Break,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Load Break,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Load Break,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Load Break Fuse Holder,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Load Break Fuse Holder,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Load Break Fuse Holder,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Disconnect Fuse Holder,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Disconnect Fuse Holder,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Overhead Disconnect Fuse Holder,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Disconnect,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Disconnect,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Fuse Bank,Pad Mounted Disconnect,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Capacitor,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Capacitor,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Capacitor,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Harmonic Filter,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Harmonic Filter,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Harmonic Filter,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Line,Medium Voltage Busbar,Cabinet Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Harmonic Filter,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Harmonic Filter,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Harmonic Filter,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Harmonic Filter,,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Harmonic Filter,,Electric,Line,Medium Voltage Busbar,Cabinet Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator Wye,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator Wye,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Single Phase Regulator Wye,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Three Phase Regulator,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Three Phase Regulator,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Regulator Bank,Overhead Three Phase Regulator,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
